transaction_id,amount,recovery_probability,retry_count,ai_decision,expected_recovery
TXN01212,9999,12.0,3,STOP,1199.88
TXN01213,299,52.0,0,PAYMENT LINK,155.48
TXN01214,2499,85.0,3,STOP,2124.15
TXN01215,799,11.0,0,STOP,87.89
TXN01216,199,13.0,1,STOP,25.87
TXN01217,199,89.0,1,RETRY,177.11
TXN01218,499,97.0,0,RETRY,484.03
TXN01219,9999,19.666666666666664,3,STOP,1966.4699999999998
TXN01220,199,89.0,0,RETRY,177.11
TXN01221,2499,53.78333333333334,2,STOP,1344.0455000000002
TXN01222,2499,82.0,3,STOP,2049.18
TXN01223,999,86.0,1,RETRY,859.14
TXN01224,1499,90.0,2,STOP,1349.1
TXN01225,9999,97.0,0,RETRY,9699.03
TXN01226,2499,64.0,3,STOP,1599.36
TXN01227,9999,15.0,3,STOP,1499.85
TXN01228,799,87.0,1,RETRY,695.13
TXN01229,1999,42.0,0,PAYMENT LINK,839.58
TXN01230,1499,98.0,0,RETRY,1469.02
TXN01231,199,96.0,3,STOP,191.04
TXN01232,1999,83.0,1,RETRY,1659.17
TXN01233,299,31.0,1,STOP,92.69
TXN01234,2499,74.0,0,PAYMENT LINK,1849.26
TXN01235,299,79.0,3,STOP,236.21
TXN01236,799,27.333333333333336,0,STOP,218.39333333333335
TXN01237,799,65.0,3,STOP,519.35
TXN01238,2499,14.000000000000002,1,STOP,349.86000000000007
TXN01239,999,87.0,3,STOP,869.13
TXN01240,4999,18.0,0,STOP,899.82
TXN01241,1999,88.0,3,STOP,1759.12
TXN01242,499,20.0,0,STOP,99.8
TXN01243,9999,26.0,0,STOP,2599.74
TXN01244,999,81.0,0,RETRY,809.19
TXN01245,499,81.0,0,RETRY,404.19
TXN01246,799,93.0,1,RETRY,743.07
TXN01247,999,14.333333333333332,3,STOP,143.18999999999997
TXN01248,1499,91.0,1,RETRY,1364.09
TXN01249,1499,23.0,1,STOP,344.77
TXN01250,4999,28.000000000000004,2,STOP,1399.7200000000003
TXN01251,1999,86.0,2,STOP,1719.14
TXN01252,999,30.0,1,STOP,299.7
TXN01253,1999,20.416666666666664,0,STOP,408.12916666666666
TXN01254,199,79.0,0,RETRY,157.21
TXN01255,499,31.0,2,STOP,154.69
TXN01256,9999,51.0,2,STOP,5099.49
TXN01257,999,28.999999999999996,2,STOP,289.71
TXN01258,299,27.0,0,STOP,80.73
TXN01259,299,37.0,3,STOP,110.63
TXN01260,799,93.0,2,STOP,743.07
TXN01261,499,55.00000000000001,3,STOP,274.45000000000005
TXN01262,2499,22.0,3,STOP,549.78
TXN01263,9999,88.0,0,RETRY,8799.12
TXN01264,2499,84.0,3,STOP,2099.16
TXN01265,1499,87.0,0,RETRY,1304.13
TXN01266,199,16.0,1,STOP,31.84
TXN01267,2499,93.0,1,RETRY,2324.07
TXN01268,4999,15.0,1,STOP,749.85
TXN01269,199,72.0,0,PAYMENT LINK,143.28
TXN01270,9999,95.0,0,RETRY,9499.05
TXN01271,9999,19.0,2,STOP,1899.81
TXN01272,299,28.000000000000004,3,STOP,83.72000000000001
TXN01273,1999,65.6,3,STOP,1311.344
TXN01274,4999,33.0,2,STOP,1649.67
TXN01275,299,27.0,2,STOP,80.73
TXN01276,9999,16.0,1,STOP,1599.84
TXN01277,499,70.0,1,PAYMENT LINK,349.3
TXN01278,1499,96.0,3,STOP,1439.04
TXN01279,499,99.0,3,STOP,494.01
TXN01280,4999,23.0,2,STOP,1149.77
TXN01281,2499,33.0,1,STOP,824.67
TXN01282,299,72.0,1,PAYMENT LINK,215.28
TXN01283,1999,80.0,1,RETRY,1599.2
TXN01284,299,92.0,2,STOP,275.08
TXN01285,299,22.0,3,STOP,65.78
TXN01286,999,86.0,1,RETRY,859.14
TXN01287,499,84.0,1,RETRY,419.16
TXN01288,499,24.166666666666668,1,STOP,120.59166666666668
TXN01289,2499,21.0,0,STOP,524.79
TXN01290,799,97.0,0,RETRY,775.03
TXN01291,199,96.0,0,RETRY,191.04
TXN01292,799,28.999999999999996,3,STOP,231.70999999999995
TXN01293,9999,56.00000000000001,1,PAYMENT LINK,5599.440000000001
TXN01294,299,54.0,3,STOP,161.46
TXN01295,799,79.0,2,STOP,631.21
TXN01296,1499,52.5,1,PAYMENT LINK,786.975
TXN01297,499,12.0,0,STOP,59.88
TXN01298,799,30.0,1,STOP,239.7
TXN01299,4999,76.0,0,RETRY,3799.24
TXN01300,999,81.0,1,RETRY,809.19
TXN01301,999,92.0,3,STOP,919.08
TXN01302,999,91.0,1,RETRY,909.09
TXN01303,2499,96.0,2,STOP,2399.04
TXN01304,199,90.0,3,STOP,179.1
TXN01305,1499,18.0,2,STOP,269.82
TXN01306,4999,86.0,2,STOP,4299.14
TXN01307,2499,93.0,3,STOP,2324.07
TXN01308,799,72.0,3,STOP,575.28
TXN01309,299,22.0,2,STOP,65.78
TXN01310,999,94.0,0,RETRY,939.06
TXN01311,799,83.0,0,RETRY,663.17
TXN01312,4999,87.0,3,STOP,4349.13
TXN01313,799,85.0,2,STOP,679.15
TXN01314,4999,33.883333333333326,1,STOP,1693.827833333333
TXN01315,4999,92.0,3,STOP,4599.08
TXN01316,9999,28.000000000000004,0,STOP,2799.7200000000007
TXN01317,2499,25.0,1,STOP,624.75
TXN01318,999,12.0,3,STOP,119.88
TXN01319,199,94.0,2,STOP,187.06
TXN01320,299,82.0,1,RETRY,245.18
TXN01321,9999,27.0,2,STOP,2699.73
TXN01322,499,72.91666666666666,0,PAYMENT LINK,363.85416666666663
TXN01323,799,72.0,0,PAYMENT LINK,575.28
TXN01324,1999,48.0,0,PAYMENT LINK,959.52
TXN01325,2499,100.0,0,RETRY,2499.0
TXN01326,4999,87.0,0,RETRY,4349.13
TXN01327,1999,93.0,0,RETRY,1859.07
TXN01328,4999,85.0,0,RETRY,4249.15
TXN01329,199,21.0,1,STOP,41.79
TXN01330,1499,26.0,3,STOP,389.74
TXN01331,2499,55.00000000000001,2,STOP,1374.4500000000003
TXN01332,1999,99.0,0,RETRY,1979.01
TXN01333,499,85.0,1,RETRY,424.15
TXN01334,499,20.0,2,STOP,99.8
TXN01335,999,25.0,1,STOP,249.75
TXN01336,799,89.0,1,RETRY,711.11
TXN01337,1999,28.000000000000004,2,STOP,559.72
TXN01338,2499,31.0,1,STOP,774.69
TXN01339,9999,72.0,0,PAYMENT LINK,7199.28
TXN01340,299,92.0,0,RETRY,275.08
TXN01341,1499,87.0,0,RETRY,1304.13
TXN01342,2499,23.0,3,STOP,574.77
TXN01343,199,37.0,0,STOP,73.63
TXN01344,999,24.0,1,STOP,239.76
TXN01345,1999,56.25,1,PAYMENT LINK,1124.4375
TXN01346,299,71.0,2,STOP,212.29
TXN01347,4999,7.000000000000001,3,STOP,349.93000000000006
TXN01348,299,24.0,0,STOP,71.76
TXN01349,799,12.0,1,STOP,95.88
TXN01350,1499,91.56666666666666,0,RETRY,1372.5843333333332
TXN01351,9999,84.25,2,STOP,8424.1575
TXN01352,2499,73.0,2,STOP,1824.27
TXN01353,9999,8.0,3,STOP,799.92
TXN01354,299,54.18333333333333,3,STOP,162.00816666666665
TXN01355,9999,16.666666666666664,3,STOP,1666.4999999999998
TXN01356,9999,31.0,2,STOP,3099.69
TXN01357,299,28.000000000000004,3,STOP,83.72000000000001
TXN01358,299,71.0,1,PAYMENT LINK,212.29
TXN01359,199,88.0,1,RETRY,175.12
TXN01360,199,16.0,0,STOP,31.84
TXN01361,999,57.33333333333333,3,STOP,572.7599999999999
TXN01362,999,37.0,2,STOP,369.63
TXN01363,499,95.0,0,RETRY,474.05
TXN01364,9999,21.0,1,STOP,2099.79
TXN01365,1499,82.0,1,RETRY,1229.18
TXN01366,1999,88.0,0,RETRY,1759.12
TXN01367,9999,27.0,0,STOP,2699.73
TXN01368,199,21.0,3,STOP,41.79
TXN01369,999,22.0,0,STOP,219.78
TXN01370,999,21.0,1,STOP,209.79
TXN01371,1999,70.0,1,PAYMENT LINK,1399.3
TXN01372,499,61.0,3,STOP,304.39
TXN01373,9999,86.0,2,STOP,8599.14
TXN01374,199,38.0,2,STOP,75.62
TXN01375,499,91.0,3,STOP,454.09
TXN01376,1499,52.0,1,PAYMENT LINK,779.48
TXN01377,2499,95.0,1,RETRY,2374.05
TXN01378,499,88.16666666666666,0,RETRY,439.95166666666665
TXN01379,499,14.000000000000002,2,STOP,69.86000000000001
TXN01380,999,83.0,0,RETRY,829.17
TXN01381,1999,14.000000000000002,1,STOP,279.86
TXN01382,799,11.0,2,STOP,87.89
TXN01383,999,93.0,2,STOP,929.07
TXN01384,1499,33.0,0,STOP,494.67
TXN01385,9999,20.0,1,STOP,1999.8
TXN01386,1499,85.0,3,STOP,1274.15
TXN01387,4999,15.0,2,STOP,749.85
TXN01388,499,13.0,0,STOP,64.87
TXN01389,1999,90.66666666666666,1,RETRY,1812.4266666666665
TXN01390,999,84.0,3,STOP,839.16
TXN01391,799,18.0,3,STOP,143.82
TXN01392,999,56.00000000000001,1,PAYMENT LINK,559.44
TXN01393,1999,52.2,1,PAYMENT LINK,1043.478
TXN01394,999,88.0,1,RETRY,879.12
TXN01395,1999,16.0,3,STOP,319.84
TXN01396,799,79.0,3,STOP,631.21
TXN01397,1999,28.999999999999996,3,STOP,579.7099999999999
TXN01398,1499,56.25,1,PAYMENT LINK,843.1875
TXN01399,999,86.0,2,STOP,859.14
TXN01400,499,16.0,0,STOP,79.84
TXN01401,199,25.0,1,STOP,49.75
TXN01402,1999,92.0,0,RETRY,1839.08
TXN01403,999,82.0,2,STOP,819.18
TXN01404,9999,18.0,3,STOP,1799.82
TXN01405,1999,89.58333333333333,0,RETRY,1790.770833333333
TXN01406,499,41.0,2,STOP,204.59
TXN01407,799,89.0,0,RETRY,711.11
TXN01408,2499,78.0,2,STOP,1949.22
TXN01409,299,87.0,3,STOP,260.13
TXN01410,1499,92.0,3,STOP,1379.08
TXN01411,499,26.0,2,STOP,129.74
TXN01412,1499,92.0,3,STOP,1379.08
TXN01413,2499,67.0,2,STOP,1674.33
TXN01414,199,73.0,2,STOP,145.27
TXN01415,1499,31.666666666666664,1,STOP,474.6833333333333
TXN01416,1999,94.16666666666666,1,RETRY,1882.3916666666667
TXN01417,9999,74.0,0,PAYMENT LINK,7399.26
TXN01418,199,63.0,3,STOP,125.37
TXN01419,9999,83.33333333333333,3,STOP,8332.5
TXN01420,4999,64.0,2,STOP,3199.36
TXN01421,1499,53.5,2,STOP,801.965
TXN01422,9999,89.0,2,STOP,8899.11
TXN01423,199,89.0,3,STOP,177.11
TXN01424,1999,13.0,2,STOP,259.87
TXN01425,1999,78.0,1,RETRY,1559.22
TXN01426,199,48.0,1,PAYMENT LINK,95.52
TXN01427,499,77.0,3,STOP,384.23
TXN01428,499,20.0,1,STOP,99.8
TXN01429,799,93.0,0,RETRY,743.07
TXN01430,499,16.0,3,STOP,79.84
TXN01431,299,16.0,0,STOP,47.84
TXN01432,799,78.0,0,RETRY,623.22
TXN01433,499,79.0,0,RETRY,394.21
TXN01434,4999,67.0,2,STOP,3349.33
TXN01435,1999,62.0,3,STOP,1239.38
TXN01436,2499,83.0,3,STOP,2074.17
TXN01437,1999,25.0,2,STOP,499.75
TXN01438,1999,38.2,0,STOP,763.618
TXN01439,4999,85.0,2,STOP,4249.15
TXN01440,9999,97.0,2,STOP,9699.03
TXN01441,2499,98.0,2,STOP,2449.02
TXN01442,1499,81.0,3,STOP,1214.19
TXN01443,299,5.0,2,STOP,14.95
TXN01444,999,90.0,1,RETRY,899.1
TXN01445,2499,24.0,1,STOP,599.76
TXN01446,499,18.0,3,STOP,89.82
TXN01447,299,100.0,0,RETRY,299.0
TXN01448,1999,18.0,0,STOP,359.82
TXN01449,2499,33.0,2,STOP,824.67
TXN01450,1999,28.000000000000004,0,STOP,559.72
TXN01451,9999,98.0,1,RETRY,9799.02
TXN01452,2499,34.5,0,STOP,862.155
TXN01453,4999,81.0,2,STOP,4049.19
TXN01454,199,74.0,1,PAYMENT LINK,147.26
TXN01455,1499,91.0,1,RETRY,1364.09
TXN01456,4999,11.0,3,STOP,549.89
TXN01457,299,89.0,0,RETRY,266.11
TXN01458,199,92.0,1,RETRY,183.08
TXN01459,2499,98.0,3,STOP,2449.02
TXN01460,1499,86.0,1,RETRY,1289.14
TXN01461,1499,82.5,0,RETRY,1236.675
TXN01462,9999,93.0,0,RETRY,9299.07
TXN01463,299,17.0,1,STOP,50.83
TXN01464,2499,79.0,2,STOP,1974.21
TXN01465,4999,18.5,1,STOP,924.815
TXN01466,799,26.0,3,STOP,207.74
TXN01467,1499,95.0,0,RETRY,1424.05
TXN01468,799,34.0,3,STOP,271.66
TXN01469,9999,75.0,0,RETRY,7499.25
TXN01470,799,11.0,2,STOP,87.89
TXN01471,299,29.5,3,STOP,88.205
TXN01472,299,88.0,0,RETRY,263.12
TXN01473,1999,23.0,1,STOP,459.77
TXN01474,499,86.0,0,RETRY,429.14
TXN01475,1499,19.0,1,STOP,284.81
TXN01476,1999,99.5,0,RETRY,1989.005
TXN01477,199,87.0,0,RETRY,173.13
TXN01478,2499,82.0,3,STOP,2049.18
TXN01479,9999,7.000000000000001,1,STOP,699.9300000000002
TXN01480,799,99.0,0,RETRY,791.01
TXN01481,999,11.0,1,STOP,109.89
TXN01482,999,95.0,0,RETRY,949.05
TXN01483,199,80.0,3,STOP,159.2
TXN01484,4999,38.0,3,STOP,1899.62
TXN01485,799,76.0,0,RETRY,607.24
TXN01486,1499,73.33333333333333,2,STOP,1099.2666666666667
TXN01487,799,94.0,2,STOP,751.06
TXN01488,1499,45.0,3,STOP,674.55
TXN01489,1499,30.0,2,STOP,449.7
TXN01490,1499,54.333333333333336,2,STOP,814.4566666666667
TXN01491,4999,26.0,0,STOP,1299.74
TXN01492,999,93.0,0,RETRY,929.07
TXN01493,799,95.0,0,RETRY,759.05
TXN01494,199,85.0,1,RETRY,169.15
TXN01495,199,77.33333333333333,3,STOP,153.89333333333332
TXN01496,299,21.5,0,STOP,64.285
TXN01497,1999,89.0,1,RETRY,1779.11
TXN01498,299,78.0,3,STOP,233.22
TXN01499,499,28.999999999999996,1,STOP,144.70999999999998
TXN01500,499,80.0,1,RETRY,399.2
TXN01501,4999,87.0,1,RETRY,4349.13
TXN01502,999,21.5,3,STOP,214.785
TXN01503,4999,10.5,3,STOP,524.895
TXN01504,499,33.0,0,STOP,164.67
TXN01505,499,34.0,0,STOP,169.66
TXN01506,1499,89.0,3,STOP,1334.11
TXN01507,199,82.0,3,STOP,163.18
TXN01508,499,44.0,3,STOP,219.56
TXN01509,9999,9.0,2,STOP,899.91
TXN01510,299,16.0,2,STOP,47.84
TXN01511,299,85.0,0,RETRY,254.15
TXN01512,499,18.0,1,STOP,89.82
TXN01513,799,90.0,1,RETRY,719.1
TXN01514,1999,65.0,3,STOP,1299.35
TXN01515,799,78.0,1,RETRY,623.22
TXN01516,4999,24.0,0,STOP,1199.76
TXN01517,2499,83.0,2,STOP,2074.17
TXN01518,799,18.0,3,STOP,143.82
TXN01519,2499,27.0,0,STOP,674.73
TXN01520,9999,94.0,1,RETRY,9399.06
TXN01521,1499,40.0,1,PAYMENT LINK,599.6
TXN01522,499,99.0,2,STOP,494.01
TXN01523,1499,68.0,2,STOP,1019.32
TXN01524,4999,26.0,0,STOP,1299.74
TXN01525,1999,96.0,0,RETRY,1919.04
TXN01526,799,16.0,3,STOP,127.84
TXN01527,499,97.0,3,STOP,484.03
TXN01528,2499,74.0,1,PAYMENT LINK,1849.26
TXN01529,1499,21.0,3,STOP,314.79
TXN01530,9999,85.0,2,STOP,8499.15
TXN01531,1999,31.0,3,STOP,619.69
TXN01532,799,92.0,0,RETRY,735.08
TXN01533,1999,27.0,0,STOP,539.73
TXN01534,299,80.0,3,STOP,239.2
TXN01535,799,59.0,0,PAYMENT LINK,471.41
TXN01536,4999,23.0,2,STOP,1149.77
TXN01537,299,46.0,2,STOP,137.54
TXN01538,499,82.0,1,RETRY,409.18
TXN01539,1499,81.0,0,RETRY,1214.19
TXN01540,799,35.0,1,STOP,279.65
TXN01541,4999,93.0,1,RETRY,4649.07
TXN01542,2499,53.78333333333334,2,STOP,1344.0455000000002
TXN01543,2499,16.0,2,STOP,399.84
TXN01544,999,65.0,1,PAYMENT LINK,649.35
TXN01545,9999,15.0,0,STOP,1499.85
TXN01546,2499,96.0,3,STOP,2399.04
TXN01547,199,92.0,0,RETRY,183.08
TXN01548,9999,82.0,1,RETRY,8199.18
TXN01549,1499,19.0,3,STOP,284.81
TXN01550,9999,17.0,0,STOP,1699.83
TXN01551,999,26.0,0,STOP,259.74
TXN01552,1499,81.0,0,RETRY,1214.19
TXN01553,1999,83.0,1,RETRY,1659.17
TXN01554,1999,34.0,2,STOP,679.66
TXN01555,1499,85.0,1,RETRY,1274.15
TXN01556,1499,17.0,0,STOP,254.83
TXN01557,199,15.0,0,STOP,29.85
TXN01558,299,69.0,2,STOP,206.31
TXN01559,999,90.0,0,RETRY,899.1
TXN01560,2499,84.0,0,RETRY,2099.16
TXN01561,2499,100.0,0,RETRY,2499.0
TXN01562,1499,85.5,3,STOP,1281.645
TXN01563,999,20.0,1,STOP,199.8
TXN01564,199,10.0,1,STOP,19.9
TXN01565,199,87.0,0,RETRY,173.13
TXN01566,1999,89.0,3,STOP,1779.11
TXN01567,199,19.0,0,STOP,37.81
TXN01568,799,7.000000000000001,3,STOP,55.93000000000001
TXN01569,299,23.0,3,STOP,68.77
TXN01570,9999,79.75,2,STOP,7974.2025
TXN01571,199,89.0,0,RETRY,177.11
TXN01572,999,17.0,1,STOP,169.83
TXN01573,299,89.0,2,STOP,266.11
TXN01574,199,35.0,1,STOP,69.65
TXN01575,299,90.91666666666666,0,RETRY,271.8408333333333
TXN01576,2499,86.0,0,RETRY,2149.14
TXN01577,499,33.0,1,STOP,164.67
TXN01578,1499,77.0,2,STOP,1154.23
TXN01579,2499,84.0,0,RETRY,2099.16
TXN01580,2499,7.000000000000001,2,STOP,174.93000000000004
TXN01581,2499,90.0,0,RETRY,2249.1
TXN01582,499,89.33333333333333,0,RETRY,445.7733333333333
TXN01583,999,89.0,2,STOP,889.11
TXN01584,4999,45.0,3,STOP,2249.55
TXN01585,499,3.0,2,STOP,14.97
TXN01586,1499,91.0,3,STOP,1364.09
TXN01587,799,24.0,3,STOP,191.76
TXN01588,199,91.0,0,RETRY,181.09
TXN01589,299,84.0,3,STOP,251.16
TXN01590,1499,43.0,2,STOP,644.57
TXN01591,4999,56.00000000000001,1,PAYMENT LINK,2799.4400000000005
TXN01592,199,77.0,1,RETRY,153.23
TXN01593,4999,78.0,2,STOP,3899.22
TXN01594,9999,6.0,0,STOP,599.94
TXN01595,4999,17.0,2,STOP,849.83
TXN01596,299,24.0,1,STOP,71.76
TXN01597,2499,66.0,1,PAYMENT LINK,1649.34
TXN01598,9999,84.0,0,RETRY,8399.16
TXN01599,2499,77.0,0,RETRY,1924.23
TXN01600,1999,94.0,1,RETRY,1879.06
TXN01601,999,56.00000000000001,2,STOP,559.44
TXN01602,1499,31.0,3,STOP,464.69
TXN01603,4999,20.0,2,STOP,999.8
TXN01604,1999,92.0,1,RETRY,1839.08
TXN01605,4999,79.0,2,STOP,3949.21
TXN01606,999,13.0,2,STOP,129.87
TXN01607,999,52.0,2,STOP,519.48
TXN01608,1999,50.44722222222223,0,PAYMENT LINK,1008.4399722222224
TXN01609,4999,90.16666666666667,0,RETRY,4507.431666666667
TXN01610,2499,88.0,0,RETRY,2199.12
TXN01611,999,72.0,2,STOP,719.28
TXN01612,499,91.0,0,RETRY,454.09
TXN01613,999,64.0,2,STOP,639.36
TXN01614,299,81.0,2,STOP,242.19
TXN01615,299,88.0,1,RETRY,263.12
TXN01616,299,68.66666666666666,3,STOP,205.31333333333333
TXN01617,2499,15.5,3,STOP,387.345
TXN01618,1999,87.0,1,RETRY,1739.13
TXN01619,199,32.0,1,STOP,63.68
TXN01620,9999,93.0,1,RETRY,9299.07
TXN01621,299,83.0,2,STOP,248.17
TXN01622,299,83.0,3,STOP,248.17
TXN01623,2499,76.0,1,RETRY,1899.24
TXN01624,4999,8.0,2,STOP,399.92
TXN01625,9999,94.5,3,STOP,9449.055
TXN01626,1999,26.0,2,STOP,519.74
TXN01627,9999,93.0,0,RETRY,9299.07
TXN01628,4999,17.333333333333336,0,STOP,866.4933333333335
TXN01629,999,22.0,1,STOP,219.78
TXN01630,2499,69.0,3,STOP,1724.31
TXN01631,9999,78.0,3,STOP,7799.22
TXN01632,199,10.0,1,STOP,19.9
TXN01633,199,48.0,0,PAYMENT LINK,95.52
TXN01634,999,87.0,3,STOP,869.13
TXN01635,9999,81.0,3,STOP,8099.19
TXN01636,1999,97.0,3,STOP,1939.03
TXN01637,9999,72.0,3,STOP,7199.28
TXN01638,9999,90.0,2,STOP,8999.1
TXN01639,1999,93.0,2,STOP,1859.07
TXN01640,299,99.0,3,STOP,296.01
TXN01641,799,16.0,2,STOP,127.84
TXN01642,1999,15.0,1,STOP,299.85
TXN01643,799,31.0,0,STOP,247.69
TXN01644,799,5.0,2,STOP,39.95
TXN01645,1499,84.0,3,STOP,1259.16
TXN01646,4999,87.0,1,RETRY,4349.13
TXN01647,1499,91.25,1,RETRY,1367.8375
TXN01648,999,68.0,3,STOP,679.32
TXN01649,1499,77.0,3,STOP,1154.23
TXN01650,4999,80.0,1,RETRY,3999.2
TXN01651,999,80.0,1,RETRY,799.2
TXN01652,199,87.0,2,STOP,173.13
TXN01653,799,79.0,3,STOP,631.21
TXN01654,2499,98.0,1,RETRY,2449.02
TXN01655,199,31.0,3,STOP,61.69
TXN01656,299,88.0,3,STOP,263.12
TXN01657,199,91.0,2,STOP,181.09
TXN01658,799,18.0,2,STOP,143.82
TXN01659,199,95.0,0,RETRY,189.05
TXN01660,1499,20.0,1,STOP,299.8
TXN01661,1999,98.0,0,RETRY,1959.02
TXN01662,999,83.0,0,RETRY,829.17
TXN01663,1499,52.0,2,STOP,779.48
TXN01664,9999,91.0,3,STOP,9099.09
TXN01665,2499,37.0,3,STOP,924.63
TXN01666,799,89.0,1,RETRY,711.11
TXN01667,499,53.766666666666666,0,PAYMENT LINK,268.29566666666665
TXN01668,799,79.0,1,RETRY,631.21
TXN01669,199,75.0,3,STOP,149.25
TXN01670,499,56.00000000000001,2,STOP,279.44000000000005
TXN01671,2499,45.0,3,STOP,1124.55
TXN01672,299,93.0,3,STOP,278.07
TXN01673,9999,91.0,2,STOP,9099.09
TXN01674,9999,73.0,0,PAYMENT LINK,7299.27
TXN01675,9999,28.999999999999996,3,STOP,2899.7099999999996
TXN01676,199,61.0,2,STOP,121.39
TXN01677,799,26.0,1,STOP,207.74
TXN01678,4999,83.0,1,RETRY,4149.17
TXN01679,1999,88.5,0,RETRY,1769.115
TXN01680,799,85.66666666666667,0,RETRY,684.4766666666667
TXN01681,999,19.0,3,STOP,189.81
TXN01682,799,90.0,2,STOP,719.1
TXN01683,799,35.0,3,STOP,279.65
TXN01684,1499,96.0,1,RETRY,1439.04
TXN01685,799,89.0,3,STOP,711.11
TXN01686,199,27.0,2,STOP,53.73
TXN01687,2499,95.0,3,STOP,2374.05
TXN01688,2499,95.0,2,STOP,2374.05
TXN01689,9999,19.0,2,STOP,1899.81
TXN01690,999,12.0,2,STOP,119.88
TXN01691,9999,91.5,2,STOP,9149.085
TXN01692,2499,13.0,3,STOP,324.87
TXN01693,2499,88.0,0,RETRY,2199.12
TXN01694,1999,93.0,2,STOP,1859.07
TXN01695,1499,66.0,0,PAYMENT LINK,989.34
TXN01696,4999,24.0,3,STOP,1199.76
TXN01697,1499,47.56666666666667,2,STOP,713.0243333333333
TXN01698,4999,24.0,1,STOP,1199.76
TXN01699,1999,24.0,3,STOP,479.76
TXN01700,1999,45.0,2,STOP,899.55
TXN01701,199,33.66666666666667,2,STOP,66.99666666666668
TXN01702,499,87.0,1,RETRY,434.13
TXN01703,9999,75.33333333333333,3,STOP,7532.58
TXN01704,4999,28.999999999999996,3,STOP,1449.7099999999998
TXN01705,1499,84.0,0,RETRY,1259.16
TXN01706,2499,25.0,3,STOP,624.75
TXN01707,2499,14.000000000000002,3,STOP,349.86000000000007
TXN01708,999,16.0,2,STOP,159.84
TXN01709,1999,81.0,3,STOP,1619.19
TXN01710,1499,96.0,3,STOP,1439.04
TXN01711,9999,10.0,3,STOP,999.9
TXN01712,9999,8.0,2,STOP,799.92
TXN01713,9999,89.0,3,STOP,8899.11
TXN01714,999,74.0,1,PAYMENT LINK,739.26
TXN01715,199,82.0,2,STOP,163.18
TXN01716,9999,72.0,3,STOP,7199.28
TXN01717,9999,96.0,0,RETRY,9599.04
TXN01718,1999,24.0,2,STOP,479.76
TXN01719,999,30.0,1,STOP,299.7
TXN01720,1499,92.0,3,STOP,1379.08
TXN01721,199,17.0,1,STOP,33.83
TXN01722,799,66.0,3,STOP,527.34
TXN01723,199,9.0,1,STOP,17.91
TXN01724,2499,78.0,1,RETRY,1949.22
TXN01725,999,96.0,0,RETRY,959.04
TXN01726,1999,33.0,0,STOP,659.67
TXN01727,1499,28.000000000000004,1,STOP,419.7200000000001
TXN01728,2499,39.0,0,STOP,974.61
TXN01729,299,92.0,0,RETRY,275.08
TXN01730,499,79.0,3,STOP,394.21
TXN01731,799,93.0,2,STOP,743.07
TXN01732,2499,23.0,2,STOP,574.77
TXN01733,299,92.0,1,RETRY,275.08
TXN01734,1499,99.0,0,RETRY,1484.01
TXN01735,1499,85.33333333333333,2,STOP,1279.1466666666665
TXN01736,299,83.0,1,RETRY,248.17
TXN01737,2499,100.0,0,RETRY,2499.0
TXN01738,999,14.000000000000002,2,STOP,139.86
TXN01739,799,27.0,3,STOP,215.73
TXN01740,4999,55.00000000000001,3,STOP,2749.4500000000007
TXN01741,4999,23.0,2,STOP,1149.77
TXN01742,999,63.0,1,PAYMENT LINK,629.37
TXN01743,799,25.0,3,STOP,199.75
TXN01744,799,8.0,3,STOP,63.92
TXN01745,2499,35.16666666666667,1,STOP,878.8150000000002
TXN01746,499,19.0,1,STOP,94.81
TXN01747,1499,92.0,3,STOP,1379.08
TXN01748,799,84.0,2,STOP,671.16
TXN01749,4999,97.0,0,RETRY,4849.03
TXN01750,799,28.000000000000004,3,STOP,223.72000000000003
TXN01751,9999,96.5,2,STOP,9649.035
TXN01752,999,94.0,2,STOP,939.06
TXN01753,1999,18.0,1,STOP,359.82
TXN01754,4999,28.000000000000004,2,STOP,1399.7200000000003
TXN01755,499,87.2,3,STOP,435.12800000000004
TXN01756,4999,63.0,3,STOP,3149.37
TXN01757,1499,80.0,0,RETRY,1199.2
TXN01758,299,15.0,0,STOP,44.85
TXN01759,499,86.0,2,STOP,429.14
TXN01760,4999,79.0,3,STOP,3949.21
TXN01761,999,96.0,1,RETRY,959.04
TXN01762,4999,17.0,0,STOP,849.83
TXN01763,799,88.0,0,RETRY,703.12
TXN01764,1499,34.0,1,STOP,509.66
TXN01765,999,92.0,0,RETRY,919.08
TXN01766,199,11.0,1,STOP,21.89
TXN01767,199,12.0,2,STOP,23.88
TXN01768,999,32.0,1,STOP,319.68
TXN01769,2499,92.0,0,RETRY,2299.08
TXN01770,1999,17.0,0,STOP,339.83
TXN01771,1499,33.0,3,STOP,494.67
TXN01772,499,91.0,0,RETRY,454.09
TXN01773,299,22.0,1,STOP,65.78
TXN01774,299,93.0,1,RETRY,278.07
TXN01775,999,18.0,1,STOP,179.82
TXN01776,1999,87.0,1,RETRY,1739.13
TXN01777,1499,86.0,3,STOP,1289.14
TXN01778,4999,77.0,1,RETRY,3849.23
TXN01779,799,83.0,0,RETRY,663.17
TXN01780,4999,22.0,3,STOP,1099.78
TXN01781,1999,91.0,2,STOP,1819.09
TXN01782,999,88.0,0,RETRY,879.12
TXN01783,799,63.0,1,PAYMENT LINK,503.37
