transaction_id,customer_id,amount,payment_method,failure_reason,previous_transactions,previous_failures,retry_count,customer_type,payment_status,recovered
TXN01063,CUST0598,9999,Wallet,Network Error,0,4,1,New,Failed,No
TXN01064,CUST0515,799,UPI,Authentication Failed,3,4,2,New,Recovered,Yes
TXN01065,CUST0738,1499,NetBanking,Card Declined,20,1,1,Loyal,Recovered,Yes
TXN01066,CUST0782,1999,Card,Bank Timeout,29,3,2,Loyal,Failed,No
TXN01067,CUST0055,999,UPI,Network Error,27,5,1,Loyal,Recovered,Yes
TXN01068,CUST0513,2499,UPI,Authentication Failed,7,1,0,Regular,Recovered,Yes
TXN01069,CUST0569,499,Card,Bank Timeout,21,5,0,Loyal,Recovered,Yes
TXN01070,CUST0489,1999,UPI,Insufficient Balance,27,1,2,Loyal,Failed,No
TXN01071,CUST0064,199,Card,Insufficient Balance,21,1,1,Loyal,Failed,No
TXN01072,CUST0962,799,Wallet,Bank Timeout,19,2,2,Loyal,Recovered,Yes
TXN01073,CUST0595,9999,Wallet,Network Error,0,0,1,New,Recovered,Yes
TXN01074,CUST0674,2499,NetBanking,Network Error,10,0,1,Regular,Failed,No
TXN01075,CUST0395,199,NetBanking,Insufficient Balance,29,5,1,Loyal,Recovered,Yes
TXN01076,CUST0242,499,NetBanking,Card Declined,28,2,0,Loyal,Failed,No
TXN01077,CUST0733,499,Wallet,Insufficient Balance,16,3,1,Loyal,Failed,No
TXN01078,CUST0981,999,Wallet,Authentication Failed,2,5,1,New,Recovered,Yes
TXN01079,CUST0756,1999,UPI,Insufficient Balance,10,3,2,Regular,Recovered,Yes
TXN01080,CUST0122,299,NetBanking,Insufficient Balance,17,2,3,Loyal,Recovered,Yes
TXN01081,CUST0013,9999,Wallet,Bank Timeout,21,1,1,Loyal,Recovered,Yes
TXN01082,CUST0842,1999,Card,Authentication Failed,0,4,1,New,Failed,No
TXN01083,CUST0846,1499,Wallet,Authentication Failed,6,2,2,Regular,Recovered,Yes
TXN01084,CUST0078,799,Wallet,Network Error,11,2,1,Regular,Failed,No
TXN01085,CUST0912,499,UPI,Card Declined,7,2,2,Regular,Recovered,Yes
TXN01086,CUST0550,4999,Wallet,Network Error,29,3,1,Loyal,Recovered,Yes
TXN01087,CUST0291,299,Wallet,Insufficient Balance,28,2,3,Loyal,Recovered,Yes
TXN01088,CUST0506,499,Wallet,Authentication Failed,0,5,0,New,Failed,No
TXN01089,CUST0573,4999,Card,Card Declined,9,0,3,Regular,Failed,No
TXN01090,CUST0150,1499,UPI,Bank Timeout,8,1,0,Regular,Recovered,Yes
TXN01091,CUST0610,999,Card,Network Error,16,3,1,Loyal,Recovered,Yes
TXN01092,CUST0019,199,Wallet,Card Declined,28,3,0,Loyal,Recovered,Yes
TXN01093,CUST0059,1999,UPI,Insufficient Balance,3,3,3,New,Recovered,Yes
TXN01094,CUST0145,799,UPI,Network Error,5,5,1,Regular,Failed,No
TXN01095,CUST0076,1999,Wallet,Card Declined,5,5,0,Regular,Failed,No
TXN01096,CUST0055,9999,Wallet,Bank Timeout,6,1,1,Regular,Recovered,Yes
TXN01097,CUST0877,4999,Wallet,Card Declined,1,3,3,New,Failed,No
TXN01098,CUST0161,1999,Wallet,Authentication Failed,29,4,0,Loyal,Recovered,Yes
TXN01099,CUST0155,299,Card,Bank Timeout,3,3,0,New,Recovered,Yes
TXN01100,CUST0754,199,Wallet,Authentication Failed,9,4,2,Regular,Recovered,Yes
TXN01101,CUST0381,299,Wallet,Bank Timeout,22,3,3,Loyal,Failed,No
TXN01102,CUST0187,9999,UPI,Network Error,13,3,0,Regular,Recovered,Yes
TXN01103,CUST0032,4999,Wallet,Insufficient Balance,20,2,1,Loyal,Failed,No
TXN01104,CUST0933,2499,Card,Network Error,9,0,2,Regular,Failed,No
TXN01105,CUST0267,299,UPI,Authentication Failed,11,0,3,Regular,Recovered,Yes
TXN01106,CUST0783,1999,Card,Bank Timeout,15,5,0,Loyal,Recovered,Yes
TXN01107,CUST0392,299,Wallet,Insufficient Balance,19,5,0,Loyal,Recovered,Yes
TXN01108,CUST0080,9999,UPI,Authentication Failed,3,0,2,New,Recovered,Yes
TXN01109,CUST0896,1499,NetBanking,Network Error,17,5,0,Loyal,Failed,No
TXN01110,CUST0841,4999,NetBanking,Insufficient Balance,4,4,0,New,Recovered,Yes
TXN01111,CUST0455,1499,NetBanking,Network Error,25,0,3,Loyal,Recovered,Yes
TXN01112,CUST0975,199,Wallet,Card Declined,7,0,3,Regular,Failed,No
TXN01113,CUST0105,4999,UPI,Insufficient Balance,1,5,0,New,Failed,No
TXN01114,CUST0589,2499,Card,Insufficient Balance,27,2,0,Loyal,Failed,No
TXN01115,CUST0843,4999,NetBanking,Bank Timeout,23,0,1,Loyal,Recovered,Yes
TXN01116,CUST0928,499,NetBanking,Network Error,17,5,1,Loyal,Recovered,Yes
TXN01117,CUST0905,299,Wallet,Authentication Failed,8,5,0,Regular,Recovered,Yes
TXN01118,CUST0542,799,UPI,Card Declined,15,5,0,Loyal,Recovered,Yes
TXN01119,CUST0250,9999,NetBanking,Insufficient Balance,22,5,1,Loyal,Recovered,Yes
TXN01120,CUST0953,4999,Card,Card Declined,10,4,1,Regular,Recovered,Yes
TXN01121,CUST0392,999,NetBanking,Insufficient Balance,30,0,1,Loyal,Failed,No
TXN01122,CUST0230,4999,NetBanking,Card Declined,7,2,2,Regular,Failed,No
TXN01123,CUST0456,9999,Card,Card Declined,2,5,2,New,Recovered,Yes
TXN01124,CUST0840,499,UPI,Insufficient Balance,28,2,1,Loyal,Failed,No
TXN01125,CUST0287,4999,Wallet,Bank Timeout,25,5,2,Loyal,Recovered,Yes
TXN01126,CUST0127,4999,Wallet,Bank Timeout,16,5,3,Loyal,Recovered,Yes
TXN01127,CUST0138,499,Wallet,Card Declined,4,4,3,New,Failed,No
TXN01128,CUST0786,4999,Card,Bank Timeout,29,5,3,Loyal,Recovered,Yes
TXN01129,CUST0410,499,UPI,Insufficient Balance,0,5,3,New,Recovered,Yes
TXN01130,CUST0478,1499,Card,Card Declined,22,2,0,Loyal,Failed,No
TXN01131,CUST0148,299,Card,Bank Timeout,26,2,3,Loyal,Recovered,Yes
TXN01132,CUST0829,9999,NetBanking,Authentication Failed,0,4,3,New,Failed,No
TXN01133,CUST0740,4999,NetBanking,Card Declined,15,2,2,Loyal,Failed,No
TXN01134,CUST0929,9999,UPI,Authentication Failed,22,1,3,Loyal,Recovered,Yes
TXN01135,CUST0666,199,UPI,Network Error,25,2,2,Loyal,Recovered,Yes
TXN01136,CUST0769,199,UPI,Network Error,15,5,0,Loyal,Recovered,Yes
TXN01137,CUST0795,1999,NetBanking,Authentication Failed,19,0,0,Loyal,Recovered,Yes
TXN01138,CUST0177,1999,UPI,Card Declined,4,4,2,New,Failed,No
TXN01139,CUST0450,1999,Card,Card Declined,9,4,3,Regular,Recovered,Yes
TXN01140,CUST0861,799,Card,Insufficient Balance,25,0,1,Loyal,Recovered,Yes
TXN01141,CUST0965,9999,NetBanking,Network Error,20,1,1,Loyal,Recovered,Yes
TXN01142,CUST0615,2499,UPI,Insufficient Balance,23,5,3,Loyal,Failed,No
TXN01143,CUST0477,999,Wallet,Network Error,16,0,0,Loyal,Recovered,Yes
TXN01144,CUST0632,199,UPI,Card Declined,9,4,0,Regular,Failed,No
TXN01145,CUST0581,299,UPI,Network Error,27,2,3,Loyal,Recovered,Yes
TXN01146,CUST0232,499,UPI,Network Error,18,1,1,Loyal,Recovered,Yes
TXN01147,CUST0524,2499,UPI,Bank Timeout,18,5,3,Loyal,Recovered,Yes
TXN01148,CUST0577,799,Wallet,Bank Timeout,10,4,3,Regular,Failed,No
TXN01149,CUST0724,999,Wallet,Bank Timeout,9,1,3,Regular,Failed,No
TXN01150,CUST0368,499,Card,Card Declined,29,5,0,Loyal,Recovered,Yes
TXN01151,CUST0307,299,NetBanking,Bank Timeout,4,5,2,New,Failed,No
TXN01152,CUST0193,1499,Card,Authentication Failed,6,2,1,Regular,Recovered,Yes
TXN01153,CUST0403,299,Wallet,Card Declined,11,0,3,Regular,Recovered,Yes
TXN01154,CUST0171,199,UPI,Authentication Failed,19,1,1,Loyal,Recovered,Yes
TXN01155,CUST0833,199,UPI,Card Declined,3,0,2,New,Failed,No
TXN01156,CUST0411,499,Wallet,Authentication Failed,18,4,0,Loyal,Recovered,Yes
TXN01157,CUST0759,999,UPI,Insufficient Balance,24,4,2,Loyal,Failed,No
TXN01158,CUST0464,299,UPI,Bank Timeout,29,0,1,Loyal,Recovered,Yes
TXN01159,CUST0907,2499,Card,Bank Timeout,14,2,1,Regular,Recovered,Yes
TXN01160,CUST0226,1999,UPI,Authentication Failed,21,5,3,Loyal,Recovered,Yes
TXN01161,CUST0732,9999,UPI,Card Declined,17,0,2,Loyal,Recovered,Yes
TXN01162,CUST0114,799,Wallet,Authentication Failed,11,4,0,Regular,Recovered,Yes
TXN01163,CUST0227,199,NetBanking,Card Declined,17,0,2,Loyal,Recovered,Yes
TXN01164,CUST0131,499,Card,Authentication Failed,9,3,1,Regular,Failed,No
TXN01165,CUST0523,199,Wallet,Insufficient Balance,15,0,3,Loyal,Failed,No
TXN01166,CUST0998,1499,NetBanking,Insufficient Balance,28,1,3,Loyal,Recovered,Yes
TXN01167,CUST0956,299,NetBanking,Network Error,9,3,0,Regular,Recovered,Yes
TXN01168,CUST0565,499,Card,Insufficient Balance,25,2,1,Loyal,Recovered,Yes
TXN01169,CUST0487,2499,UPI,Authentication Failed,0,2,3,New,Failed,No
TXN01170,CUST0468,499,NetBanking,Authentication Failed,12,3,3,Regular,Recovered,Yes
TXN01171,CUST0202,2499,UPI,Insufficient Balance,11,0,2,Regular,Recovered,Yes
TXN01172,CUST0499,1999,UPI,Card Declined,24,3,2,Loyal,Failed,No
TXN01173,CUST0614,9999,UPI,Card Declined,14,5,2,Regular,Failed,No
TXN01174,CUST0318,2499,NetBanking,Authentication Failed,16,4,3,Loyal,Recovered,Yes
TXN01175,CUST0380,799,Card,Bank Timeout,3,5,3,New,Failed,No
TXN01176,CUST0055,499,Card,Insufficient Balance,24,1,2,Loyal,Recovered,Yes
TXN01177,CUST0581,1999,UPI,Insufficient Balance,6,4,0,Regular,Recovered,Yes
TXN01178,CUST0770,499,Card,Bank Timeout,27,1,0,Loyal,Recovered,Yes
TXN01179,CUST0827,4999,Wallet,Authentication Failed,10,0,2,Regular,Recovered,Yes
TXN01180,CUST0631,2499,NetBanking,Card Declined,28,4,1,Loyal,Failed,No
TXN01181,CUST0824,2499,Card,Bank Timeout,21,4,1,Loyal,Recovered,Yes
TXN01182,CUST0831,199,Card,Network Error,20,3,1,Loyal,Recovered,Yes
TXN01183,CUST0213,1499,UPI,Network Error,18,0,3,Loyal,Recovered,Yes
TXN01184,CUST0664,1999,NetBanking,Authentication Failed,5,5,1,Regular,Failed,No
TXN01185,CUST0768,1499,Wallet,Authentication Failed,2,4,2,New,Failed,No
TXN01186,CUST0852,2499,Wallet,Card Declined,17,3,2,Loyal,Failed,No
TXN01187,CUST0310,999,Card,Insufficient Balance,27,2,2,Loyal,Recovered,Yes
TXN01188,CUST0567,199,NetBanking,Network Error,28,5,0,Loyal,Failed,No
TXN01189,CUST0165,199,Wallet,Insufficient Balance,28,2,2,Loyal,Recovered,Yes
TXN01190,CUST0765,4999,Card,Bank Timeout,18,5,1,Loyal,Recovered,Yes
TXN01191,CUST0422,4999,NetBanking,Card Declined,5,5,2,Regular,Failed,No
TXN01192,CUST0530,799,NetBanking,Insufficient Balance,7,1,2,Regular,Failed,No
TXN01193,CUST0807,9999,NetBanking,Authentication Failed,12,2,0,Regular,Recovered,Yes
TXN01194,CUST0782,199,UPI,Card Declined,24,0,0,Loyal,Recovered,Yes
TXN01195,CUST0553,499,NetBanking,Network Error,25,3,2,Loyal,Recovered,Yes
TXN01196,CUST0665,1999,Wallet,Bank Timeout,20,0,2,Loyal,Recovered,Yes
TXN01197,CUST0686,299,NetBanking,Network Error,21,0,0,Loyal,Recovered,Yes
TXN01198,CUST0008,199,Card,Card Declined,24,5,2,Loyal,Recovered,Yes
TXN01199,CUST0576,999,Wallet,Authentication Failed,12,3,0,Regular,Recovered,Yes
TXN01200,CUST0635,199,Card,Insufficient Balance,23,5,3,Loyal,Recovered,Yes
TXN01201,CUST0798,1499,UPI,Network Error,30,4,2,Loyal,Failed,No
TXN01202,CUST0292,1499,Card,Card Declined,25,0,0,Loyal,Failed,No
TXN01203,CUST0619,499,UPI,Insufficient Balance,4,2,3,New,Failed,No
TXN01204,CUST0739,1499,Card,Card Declined,21,2,0,Loyal,Failed,No
TXN01205,CUST0140,2499,NetBanking,Network Error,9,1,1,Regular,Failed,No
TXN01206,CUST0227,2499,UPI,Card Declined,5,5,1,Regular,Recovered,Yes
TXN01207,CUST0691,199,Card,Insufficient Balance,12,1,0,Regular,Recovered,Yes
TXN01208,CUST0099,999,UPI,Bank Timeout,0,5,0,New,Failed,No
TXN01209,CUST0740,1499,NetBanking,Card Declined,22,0,0,Loyal,Recovered,Yes
TXN01210,CUST0327,9999,UPI,Insufficient Balance,9,1,3,Regular,Recovered,Yes
TXN01211,CUST0282,1499,NetBanking,Network Error,3,2,1,New,Recovered,Yes
TXN01212,CUST0933,9999,UPI,Insufficient Balance,26,3,3,Loyal,Failed,No
TXN01213,CUST0022,299,NetBanking,Insufficient Balance,13,5,0,Regular,Failed,No
TXN01214,CUST0409,2499,NetBanking,Network Error,17,2,3,Loyal,Recovered,Yes
TXN01215,CUST0474,799,Card,Bank Timeout,0,5,0,New,Failed,No
TXN01216,CUST0035,199,UPI,Network Error,8,5,1,Regular,Failed,No
TXN01217,CUST0503,199,NetBanking,Network Error,29,4,1,Loyal,Recovered,Yes
TXN01218,CUST0651,499,NetBanking,Bank Timeout,12,0,0,Regular,Recovered,Yes
TXN01219,CUST0172,9999,Card,Insufficient Balance,30,2,3,Loyal,Failed,No
TXN01220,CUST0952,199,Wallet,Insufficient Balance,21,0,0,Loyal,Recovered,Yes
TXN01221,CUST0901,2499,Wallet,Insufficient Balance,7,1,2,Regular,Recovered,Yes
TXN01222,CUST0519,2499,Wallet,Insufficient Balance,26,1,3,Loyal,Recovered,Yes
TXN01223,CUST0382,999,Card,Insufficient Balance,19,1,1,Loyal,Recovered,Yes
TXN01224,CUST0092,1499,UPI,Network Error,1,0,2,New,Recovered,Yes
TXN01225,CUST0547,9999,Card,Bank Timeout,22,1,0,Loyal,Recovered,Yes
TXN01226,CUST0411,2499,UPI,Insufficient Balance,28,3,3,Loyal,Recovered,Yes
TXN01227,CUST0569,9999,UPI,Card Declined,11,4,3,Regular,Failed,No
TXN01228,CUST0841,799,Card,Network Error,10,0,1,Regular,Recovered,Yes
TXN01229,CUST0201,1999,NetBanking,Authentication Failed,21,5,0,Loyal,Failed,No
TXN01230,CUST0220,1499,Card,Network Error,23,0,0,Loyal,Recovered,Yes
TXN01231,CUST0094,199,UPI,Authentication Failed,19,2,3,Loyal,Recovered,Yes
TXN01232,CUST0328,1999,UPI,Bank Timeout,21,3,1,Loyal,Recovered,Yes
TXN01233,CUST0903,299,Wallet,Authentication Failed,15,0,1,Loyal,Failed,No
TXN01234,CUST0911,2499,UPI,Bank Timeout,2,3,0,New,Recovered,Yes
TXN01235,CUST0745,299,UPI,Network Error,10,2,3,Regular,Recovered,Yes
TXN01236,CUST0631,799,Card,Card Declined,2,3,0,New,Failed,No
TXN01237,CUST0940,799,Wallet,Insufficient Balance,22,4,3,Loyal,Recovered,Yes
TXN01238,CUST0031,2499,Card,Card Declined,20,2,1,Loyal,Failed,No
TXN01239,CUST0484,999,NetBanking,Card Declined,6,2,3,Regular,Recovered,Yes
TXN01240,CUST0275,4999,NetBanking,Card Declined,23,5,0,Loyal,Failed,No
TXN01241,CUST0885,1999,Wallet,Insufficient Balance,25,0,3,Loyal,Recovered,Yes
TXN01242,CUST0550,499,UPI,Card Declined,6,1,0,Regular,Failed,No
TXN01243,CUST0654,9999,Wallet,Network Error,21,4,0,Loyal,Recovered,Yes
TXN01244,CUST0313,999,UPI,Card Declined,7,4,0,Regular,Recovered,Yes
TXN01245,CUST0324,499,UPI,Bank Timeout,10,2,0,Regular,Recovered,Yes
TXN01246,CUST0543,799,NetBanking,Bank Timeout,13,0,1,Regular,Recovered,Yes
TXN01247,CUST0416,999,Wallet,Insufficient Balance,16,1,3,Loyal,Failed,No
TXN01248,CUST0701,1499,Wallet,Card Declined,25,1,1,Loyal,Recovered,Yes
TXN01249,CUST0750,1499,UPI,Authentication Failed,30,5,1,Loyal,Failed,No
TXN01250,CUST0953,4999,NetBanking,Network Error,26,3,2,Loyal,Failed,No
TXN01251,CUST0816,1999,Card,Network Error,17,4,2,Loyal,Recovered,Yes
TXN01252,CUST0221,999,UPI,Bank Timeout,4,2,1,New,Failed,No
TXN01253,CUST0503,1999,NetBanking,Card Declined,24,4,0,Loyal,Failed,No
TXN01254,CUST0096,199,Card,Network Error,12,2,0,Regular,Recovered,Yes
TXN01255,CUST0410,499,Wallet,Authentication Failed,18,2,2,Loyal,Failed,No
TXN01256,CUST0928,9999,Wallet,Insufficient Balance,14,2,2,Regular,Recovered,Yes
TXN01257,CUST0813,999,Card,Authentication Failed,21,2,2,Loyal,Failed,No
TXN01258,CUST0282,299,UPI,Bank Timeout,20,2,0,Loyal,Failed,No
TXN01259,CUST0816,299,Wallet,Authentication Failed,5,3,3,Regular,Failed,No
TXN01260,CUST0969,799,Card,Bank Timeout,17,1,2,Loyal,Recovered,Yes
TXN01261,CUST0217,499,NetBanking,Card Declined,9,5,3,Regular,Recovered,Yes
TXN01262,CUST0850,2499,NetBanking,Insufficient Balance,1,3,3,New,Failed,No
TXN01263,CUST0248,9999,Wallet,Bank Timeout,13,2,0,Regular,Recovered,Yes
TXN01264,CUST0476,2499,UPI,Authentication Failed,17,5,3,Loyal,Recovered,Yes
TXN01265,CUST0702,1499,NetBanking,Card Declined,10,3,0,Regular,Recovered,Yes
TXN01266,CUST0019,199,Card,Insufficient Balance,3,3,1,New,Failed,No
TXN01267,CUST0810,2499,Card,Network Error,3,0,1,New,Recovered,Yes
TXN01268,CUST0515,4999,Wallet,Card Declined,22,3,1,Loyal,Failed,No
TXN01269,CUST0686,199,UPI,Insufficient Balance,11,1,0,Regular,Recovered,Yes
TXN01270,CUST0682,9999,Card,Network Error,27,1,0,Loyal,Recovered,Yes
TXN01271,CUST0163,9999,Wallet,Insufficient Balance,13,3,2,Regular,Failed,No
TXN01272,CUST0414,299,UPI,Bank Timeout,12,5,3,Regular,Failed,No
TXN01273,CUST0200,1999,UPI,Authentication Failed,26,4,3,Loyal,Recovered,Yes
TXN01274,CUST0115,4999,UPI,Bank Timeout,24,0,2,Loyal,Failed,No
TXN01275,CUST0797,299,NetBanking,Insufficient Balance,6,3,2,Regular,Failed,No
TXN01276,CUST0421,9999,Card,Card Declined,25,0,1,Loyal,Failed,No
TXN01277,CUST0129,499,NetBanking,Network Error,18,2,1,Loyal,Recovered,Yes
TXN01278,CUST0666,1499,UPI,Authentication Failed,22,3,3,Loyal,Recovered,Yes
TXN01279,CUST0187,499,UPI,Bank Timeout,23,1,3,Loyal,Recovered,Yes
TXN01280,CUST0587,4999,UPI,Bank Timeout,13,3,2,Regular,Failed,No
TXN01281,CUST0820,2499,Card,Bank Timeout,10,2,1,Regular,Failed,No
TXN01282,CUST0687,299,Card,Network Error,25,4,1,Loyal,Recovered,Yes
TXN01283,CUST0122,1999,Wallet,Authentication Failed,9,2,1,Regular,Recovered,Yes
TXN01284,CUST0681,299,UPI,Insufficient Balance,23,3,2,Loyal,Recovered,Yes
TXN01285,CUST0710,299,Wallet,Network Error,4,2,3,New,Failed,No
TXN01286,CUST0758,999,NetBanking,Insufficient Balance,21,1,1,Loyal,Recovered,Yes
TXN01287,CUST0598,499,UPI,Card Declined,27,1,1,Loyal,Recovered,Yes
TXN01288,CUST0754,499,NetBanking,Authentication Failed,27,3,1,Loyal,Failed,No
TXN01289,CUST0700,2499,NetBanking,Network Error,13,2,0,Regular,Failed,No
TXN01290,CUST0962,799,NetBanking,Bank Timeout,17,1,0,Loyal,Recovered,Yes
TXN01291,CUST0465,199,NetBanking,Authentication Failed,15,2,0,Loyal,Recovered,Yes
TXN01292,CUST0608,799,Wallet,Network Error,30,4,3,Loyal,Failed,No
TXN01293,CUST0520,9999,Card,Bank Timeout,8,4,1,Regular,Recovered,Yes
TXN01294,CUST0539,299,UPI,Bank Timeout,20,3,3,Loyal,Recovered,Yes
TXN01295,CUST0450,799,Card,Network Error,22,4,2,Loyal,Recovered,Yes
TXN01296,CUST0167,1499,UPI,Card Declined,22,4,1,Loyal,Failed,No
TXN01297,CUST0823,499,UPI,Insufficient Balance,30,2,0,Loyal,Failed,No
TXN01298,CUST0281,799,UPI,Authentication Failed,8,5,1,Regular,Failed,No
TXN01299,CUST0753,4999,UPI,Insufficient Balance,2,5,0,New,Recovered,Yes
TXN01300,CUST0118,999,Wallet,Bank Timeout,10,3,1,Regular,Recovered,Yes
TXN01301,CUST0135,999,NetBanking,Network Error,27,0,3,Loyal,Recovered,Yes
TXN01302,CUST0582,999,Card,Authentication Failed,26,0,1,Loyal,Recovered,Yes
TXN01303,CUST0656,2499,Card,Bank Timeout,28,2,2,Loyal,Recovered,Yes
TXN01304,CUST0078,199,UPI,Insufficient Balance,29,1,3,Loyal,Recovered,Yes
TXN01305,CUST0779,1499,Wallet,Card Declined,3,1,2,New,Failed,No
TXN01306,CUST0299,4999,Wallet,Network Error,20,2,2,Loyal,Failed,No
TXN01307,CUST0562,2499,NetBanking,Bank Timeout,29,0,3,Loyal,Recovered,Yes
TXN01308,CUST0361,799,Card,Card Declined,7,2,3,Regular,Recovered,Yes
TXN01309,CUST0263,299,Wallet,Authentication Failed,3,2,2,New,Failed,No
TXN01310,CUST0043,999,NetBanking,Card Declined,20,4,0,Loyal,Recovered,Yes
TXN01311,CUST0376,799,Wallet,Card Declined,27,5,0,Loyal,Recovered,Yes
TXN01312,CUST1000,4999,Card,Network Error,21,3,3,Loyal,Recovered,Yes
TXN01313,CUST0687,799,Card,Network Error,4,0,2,New,Recovered,Yes
TXN01314,CUST0128,4999,Wallet,Insufficient Balance,9,5,1,Regular,Failed,No
TXN01315,CUST0062,4999,Card,Bank Timeout,30,5,3,Loyal,Recovered,Yes
TXN01316,CUST0024,9999,NetBanking,Bank Timeout,10,4,0,Regular,Failed,No
TXN01317,CUST0438,2499,Card,Network Error,12,3,1,Regular,Failed,No
TXN01318,CUST0997,999,Card,Card Declined,0,2,3,New,Failed,No
TXN01319,CUST0696,199,Card,Authentication Failed,24,0,2,Loyal,Recovered,Yes
TXN01320,CUST0610,299,UPI,Insufficient Balance,1,2,1,New,Recovered,Yes
TXN01321,CUST0047,9999,Card,Insufficient Balance,22,4,2,Loyal,Failed,No
TXN01322,CUST0189,499,Wallet,Authentication Failed,23,0,0,Loyal,Recovered,Yes
TXN01323,CUST0085,799,Wallet,Authentication Failed,13,4,0,Regular,Failed,No
TXN01324,CUST0935,1999,NetBanking,Insufficient Balance,11,5,0,Regular,Recovered,Yes
TXN01325,CUST0463,2499,NetBanking,Bank Timeout,22,0,0,Loyal,Recovered,Yes
TXN01326,CUST0464,4999,Wallet,Network Error,28,3,0,Loyal,Recovered,Yes
TXN01327,CUST0821,1999,UPI,Network Error,14,4,0,Regular,Recovered,Yes
TXN01328,CUST0060,4999,UPI,Card Declined,13,5,0,Regular,Recovered,Yes
TXN01329,CUST0556,199,Wallet,Card Declined,30,1,1,Loyal,Failed,No
TXN01330,CUST0550,1499,UPI,Insufficient Balance,15,2,3,Loyal,Failed,No
TXN01331,CUST0914,2499,UPI,Card Declined,3,1,2,New,Failed,No
TXN01332,CUST0922,1999,UPI,Bank Timeout,11,0,0,Regular,Recovered,Yes
TXN01333,CUST0427,499,NetBanking,Network Error,29,5,1,Loyal,Recovered,Yes
TXN01334,CUST0555,499,Card,Card Declined,21,4,2,Loyal,Failed,No
TXN01335,CUST0709,999,Wallet,Bank Timeout,20,3,1,Loyal,Failed,No
TXN01336,CUST0140,799,Wallet,Bank Timeout,13,0,1,Regular,Recovered,Yes
TXN01337,CUST0843,1999,NetBanking,Network Error,18,2,2,Loyal,Failed,No
TXN01338,CUST0336,2499,Card,Authentication Failed,29,0,1,Loyal,Failed,No
TXN01339,CUST0900,9999,Wallet,Bank Timeout,10,3,0,Regular,Recovered,Yes
TXN01340,CUST0568,299,Card,Insufficient Balance,11,4,0,Regular,Recovered,Yes
TXN01341,CUST0279,1499,UPI,Bank Timeout,2,1,0,New,Failed,No
TXN01342,CUST0558,2499,Wallet,Authentication Failed,27,3,3,Loyal,Failed,No
TXN01343,CUST0665,199,NetBanking,Bank Timeout,3,3,0,New,Failed,No
TXN01344,CUST0069,999,NetBanking,Insufficient Balance,0,0,1,New,Failed,No
TXN01345,CUST0091,1999,UPI,Card Declined,2,4,1,New,Failed,No
TXN01346,CUST0860,299,Card,Card Declined,5,5,2,Regular,Failed,No
TXN01347,CUST0053,4999,NetBanking,Card Declined,26,4,3,Loyal,Failed,No
TXN01348,CUST0828,299,NetBanking,Card Declined,7,5,0,Regular,Failed,No
TXN01349,CUST0968,799,Card,Insufficient Balance,7,3,1,Regular,Failed,No
TXN01350,CUST0812,1499,Card,Network Error,28,0,0,Loyal,Recovered,Yes
TXN01351,CUST0268,9999,NetBanking,Bank Timeout,24,3,2,Loyal,Recovered,Yes
TXN01352,CUST0485,2499,Card,Network Error,23,1,2,Loyal,Recovered,Yes
TXN01353,CUST0499,9999,UPI,Card Declined,5,4,3,Regular,Failed,No
TXN01354,CUST0884,299,UPI,Authentication Failed,24,4,3,Loyal,Recovered,Yes
TXN01355,CUST0752,9999,Wallet,Network Error,5,1,3,Regular,Failed,No
TXN01356,CUST0586,9999,NetBanking,Authentication Failed,13,0,2,Regular,Failed,No
TXN01357,CUST0742,299,UPI,Network Error,10,3,3,Regular,Failed,No
TXN01358,CUST0505,299,NetBanking,Network Error,5,2,1,Regular,Recovered,Yes
TXN01359,CUST0865,199,Wallet,Bank Timeout,19,5,1,Loyal,Recovered,Yes
TXN01360,CUST0960,199,NetBanking,Insufficient Balance,6,1,0,Regular,Failed,No
TXN01361,CUST0439,999,Wallet,Insufficient Balance,17,0,3,Loyal,Recovered,Yes
TXN01362,CUST0683,999,UPI,Insufficient Balance,1,0,2,New,Failed,No
TXN01363,CUST0776,499,Card,Bank Timeout,30,1,0,Loyal,Recovered,Yes
TXN01364,CUST0872,9999,Card,Network Error,8,5,1,Regular,Failed,No
TXN01365,CUST0332,1499,UPI,Authentication Failed,22,1,1,Loyal,Recovered,Yes
TXN01366,CUST0258,1999,UPI,Card Declined,13,2,0,Regular,Recovered,Yes
TXN01367,CUST0014,9999,Wallet,Insufficient Balance,27,1,0,Loyal,Failed,No
TXN01368,CUST0686,199,NetBanking,Authentication Failed,22,3,3,Loyal,Failed,No
TXN01369,CUST0829,999,UPI,Authentication Failed,18,2,0,Loyal,Failed,No
TXN01370,CUST0180,999,Card,Card Declined,1,5,1,New,Failed,No
TXN01371,CUST0864,1999,UPI,Authentication Failed,30,3,1,Loyal,Recovered,Yes
TXN01372,CUST0621,499,Wallet,Card Declined,17,3,3,Loyal,Recovered,Yes
TXN01373,CUST0706,9999,NetBanking,Authentication Failed,8,1,2,Regular,Recovered,Yes
TXN01374,CUST0747,199,Card,Bank Timeout,4,0,2,New,Failed,No
TXN01375,CUST0700,499,NetBanking,Bank Timeout,0,4,3,New,Recovered,Yes
TXN01376,CUST0469,1499,NetBanking,Insufficient Balance,26,4,1,Loyal,Failed,No
TXN01377,CUST0072,2499,NetBanking,Bank Timeout,19,1,1,Loyal,Recovered,Yes
